,Pokemon1,Pokemon2,HP1,Attack1,Defense1,Sp.Atk1,Sp.Def1,Speed1,HP2,Attack2,Defense2,Sp.Atk2,Sp.Def2,Speed2,Winner,Winner_Encode
3877,102,212,60,65,60,130,75,110,65,65,60,130,95,110,212,1
3878,754,636,101,72,72,99,89,29,45,30,50,55,65,45,636,1
3879,270,777,106,90,130,90,154,110,90,100,70,110,150,80,270,0
3880,65,470,90,110,80,100,80,95,76,48,48,57,62,34,65,0
3881,468,351,45,35,45,62,53,35,130,70,35,70,35,60,351,1
3882,24,705,83,80,80,135,80,121,79,115,70,125,80,111,24,0
3883,481,95,71,82,64,64,59,112,90,70,80,70,95,70,481,0
3884,313,629,80,80,80,55,55,90,75,140,65,112,65,110,629,1
3885,689,154,70,83,50,37,50,60,80,105,65,60,75,130,154,1
3886,725,697,41,56,40,62,44,71,92,105,90,125,90,98,697,1
3887,672,169,46,87,60,30,40,57,80,82,100,83,100,80,169,1
3888,366,544,75,70,90,70,105,80,110,160,110,80,110,100,544,1
3889,83,314,80,120,130,55,65,45,150,160,100,95,65,100,314,1
3890,162,741,91,134,95,100,100,80,66,65,48,62,57,52,162,0
3891,447,750,37,25,41,25,41,25,59,110,150,45,49,35,750,1
3892,624,542,38,30,85,55,65,30,90,120,100,150,120,100,542,1
3893,653,178,114,85,70,85,80,30,60,30,30,36,56,50,178,1
3894,690,81,100,123,75,57,75,80,40,80,100,30,30,20,690,0
3895,390,478,40,70,130,60,130,25,60,60,60,105,105,105,478,1
3896,415,464,80,100,200,50,100,50,70,80,102,80,102,40,415,0
3897,640,312,65,40,50,125,60,30,60,60,60,35,35,30,312,1
3898,223,774,65,75,105,35,65,85,50,50,150,50,150,50,223,0
3899,551,490,100,100,100,100,100,100,76,65,45,92,42,91,551,0
3900,785,650,65,90,122,58,75,84,50,75,45,40,45,60,785,0
3901,388,321,64,165,75,93,83,75,72,60,30,20,30,25,388,0
3902,365,393,45,40,60,40,75,50,65,130,60,75,60,75,393,1
3903,633,654,60,105,60,120,60,105,55,40,50,65,85,40,654,1
3904,308,648,40,30,32,50,52,65,80,100,70,60,70,95,648,1
3905,530,255,45,100,135,65,135,45,55,20,35,20,45,75,255,1
3906,331,680,50,70,100,40,40,30,109,66,84,81,99,32,680,1
3907,356,526,70,85,140,85,70,20,85,80,70,135,75,90,526,1
3908,798,700,80,110,60,150,130,70,91,90,129,90,72,108,700,1
3909,674,206,76,147,90,60,70,97,55,70,55,40,55,85,674,0
3910,383,410,95,60,79,100,125,81,95,145,130,120,90,120,410,1
3911,44,603,73,76,75,81,100,100,75,103,80,70,80,92,44,0
3912,116,133,50,105,79,35,110,76,70,110,80,55,80,105,133,1
3913,795,317,108,100,121,81,95,95,1,90,45,30,30,40,795,0
3914,147,28,65,65,60,110,95,130,65,90,65,61,61,100,147,0
3915,386,305,44,75,35,63,33,45,38,35,35,65,55,50,305,1
3916,794,299,126,131,95,131,98,99,90,100,60,90,60,80,794,0
3917,473,619,90,50,34,60,44,70,50,65,85,35,35,55,473,0
3918,184,120,85,90,80,70,80,130,80,85,95,30,30,25,120,1
3919,511,431,90,92,75,92,85,60,50,70,160,70,160,90,431,1
3920,633,641,60,105,60,120,60,105,110,65,75,125,85,30,633,0
3921,291,72,60,70,50,100,50,65,55,50,65,175,95,150,72,1
3922,79,77,40,40,35,50,100,70,65,90,50,85,45,55,79,0
3923,176,203,35,46,34,35,45,20,35,35,40,35,55,50,203,1
3924,363,416,50,85,40,85,40,35,80,50,100,100,200,50,416,1
3925,779,55,43,70,48,50,60,38,70,65,60,90,75,90,55,1
3926,133,337,70,110,80,55,80,105,60,100,85,80,85,100,133,0
3927,279,601,80,120,70,110,70,80,45,53,70,40,60,42,279,0
3928,264,13,115,115,85,90,75,100,79,103,120,135,115,78,264,0
3929,213,466,95,65,110,60,130,65,55,65,35,60,30,85,466,1
3930,257,215,50,95,95,35,110,70,95,75,80,100,110,30,257,0
3931,758,146,86,92,88,68,75,73,130,65,60,110,95,65,758,0
3932,86,499,90,65,65,40,40,15,70,145,88,140,70,112,499,1
3933,295,372,60,50,50,60,70,50,50,48,43,46,41,60,372,1
3934,501,716,108,112,118,68,72,47,100,77,77,128,128,90,716,1
3935,408,219,65,95,100,60,50,50,70,80,65,90,65,85,219,1
3936,647,327,60,60,50,40,50,75,50,75,75,65,65,50,647,0
3937,360,111,45,100,45,45,45,10,60,40,80,60,45,40,111,1
3938,560,639,110,123,65,100,65,65,45,30,40,105,50,20,560,0
3939,597,442,75,65,55,65,55,69,40,55,30,30,30,60,442,1
3940,404,607,55,84,105,114,75,52,40,27,60,37,50,66,607,1
3941,219,377,70,80,65,90,65,85,60,70,105,70,120,75,219,0
3942,293,770,60,50,70,50,90,65,123,77,72,99,92,58,293,0
3943,631,719,80,95,82,60,82,75,56,61,65,48,45,38,631,0
3944,211,779,95,85,85,65,65,35,43,70,48,50,60,38,779,1
3945,620,442,70,95,125,65,75,45,40,55,30,30,30,60,442,1
3946,76,329,50,75,35,70,30,40,50,85,85,55,55,50,329,1
3947,333,155,70,110,180,60,60,50,80,135,85,70,95,150,333,0
3948,679,81,80,70,40,100,60,145,40,80,100,30,30,20,679,0
3949,541,636,100,120,120,150,100,90,45,30,50,55,65,45,541,0
3950,501,781,108,112,118,68,72,47,49,66,70,44,55,51,781,1
3951,631,524,80,95,82,60,82,75,75,95,125,45,75,95,524,1
3952,123,607,65,55,115,100,40,60,40,27,60,37,50,66,607,1
3953,610,725,70,60,75,110,75,90,41,56,40,62,44,71,610,0
3954,540,406,75,125,70,125,70,115,43,30,55,40,65,97,540,0
3955,80,480,80,70,65,80,120,100,49,55,42,42,37,85,80,0
3956,790,31,95,117,184,44,46,28,35,55,40,50,50,90,790,0
3957,611,731,70,92,65,80,55,98,62,73,55,56,52,84,611,0
3958,167,625,45,49,65,49,65,45,58,50,145,95,105,30,167,0
3959,388,587,64,165,75,93,83,75,55,45,43,55,43,72,388,0
3960,25,170,30,56,35,25,35,72,39,52,43,60,50,65,25,0
3961,405,281,100,90,130,45,65,55,50,70,50,50,50,40,405,0
3962,762,784,65,75,90,97,123,44,59,66,70,44,55,41,762,0
3963,683,520,77,120,90,60,90,48,85,50,95,120,115,80,520,1
3964,147,797,65,65,60,110,95,130,50,160,110,160,110,110,147,0
3965,654,383,55,40,50,65,85,40,95,60,79,100,125,81,383,1
3966,161,505,61,84,65,70,70,70,83,106,65,86,65,85,505,1
3967,89,295,25,35,70,95,55,45,60,50,50,60,70,50,295,1
3968,503,240,70,90,110,60,75,95,100,100,80,60,60,50,503,0
3969,709,533,89,125,90,115,80,101,50,65,107,105,107,86,709,0
3970,113,589,50,50,95,40,50,35,60,85,40,30,45,68,589,1
3971,130,349,30,45,55,70,55,85,70,120,40,95,40,95,349,1
3972,525,333,110,130,80,70,60,80,70,110,180,60,60,50,525,0
3973,612,699,50,72,35,35,35,65,85,60,65,135,105,100,699,1
3974,621,774,50,75,70,35,70,48,50,50,150,50,150,50,774,1
3975,704,430,79,100,80,110,90,121,50,180,20,180,20,150,430,1
3976,230,173,70,150,140,65,100,75,50,65,64,44,48,43,230,0
3977,40,614,81,102,77,85,75,85,95,117,80,65,70,92,614,1
3978,229,133,70,130,100,55,80,65,70,110,80,55,80,105,133,1
3979,215,495,95,75,80,100,110,30,108,170,115,120,95,92,495,1
3980,42,634,95,70,73,95,90,60,55,50,40,40,40,75,634,1
3981,751,339,60,150,50,150,50,60,70,75,60,105,60,105,339,1
3982,485,140,57,24,86,24,86,23,20,10,55,15,20,80,485,0
3983,600,415,75,125,75,30,75,85,80,100,200,50,100,50,600,0
3984,20,379,65,150,40,15,80,145,86,81,97,81,107,43,20,0
3985,264,345,115,115,85,90,75,100,50,60,45,100,80,65,264,0
3986,529,456,60,55,145,75,150,40,30,42,118,42,88,30,529,0
3987,176,579,35,46,34,35,45,20,50,55,50,36,30,43,579,1
3988,331,159,50,70,100,40,40,30,90,100,90,125,85,90,159,1
3989,522,548,65,110,130,60,65,95,80,80,80,80,80,80,522,0
3990,51,500,75,80,85,110,90,50,68,72,78,38,42,32,51,0
3991,433,656,55,68,64,45,55,31,165,75,80,40,45,65,656,1
3992,37,664,90,92,87,75,85,76,35,55,40,45,40,60,37,0
3993,497,202,40,70,40,35,40,60,90,75,75,90,100,70,202,1
3994,207,339,30,30,30,30,30,30,70,75,60,105,60,105,339,1
3995,723,3,59,59,58,90,70,73,80,82,83,100,100,80,3,1
3996,408,372,65,95,100,60,50,50,50,48,43,46,41,60,372,1
3997,643,647,75,87,63,87,63,98,60,60,50,40,50,75,643,0
3998,21,381,40,45,40,35,35,56,75,125,100,70,80,45,21,0
3999,369,611,73,100,60,100,60,65,70,92,65,80,55,98,611,1
4000,766,206,62,55,52,109,94,109,55,70,55,40,55,85,766,0
4001,248,444,75,90,50,110,80,95,85,120,70,50,60,100,444,1
4002,256,582,35,35,35,35,35,35,45,60,32,50,32,76,582,1
4003,347,574,100,73,83,73,83,55,75,98,63,98,63,101,574,1
4004,645,609,51,65,65,80,75,59,45,35,50,70,50,30,645,0
4005,736,626,62,50,58,73,54,72,54,78,103,53,45,22,626,1
4006,163,272,106,110,90,154,90,130,100,100,100,100,100,100,163,0
4007,327,447,50,75,75,65,65,50,37,25,41,25,41,25,447,1
4008,564,319,45,55,39,35,39,42,84,71,43,71,43,48,319,1
4009,353,646,60,60,40,65,45,35,71,95,85,110,95,79,646,1
4010,507,478,49,49,56,49,61,66,60,60,60,105,105,105,478,1
4011,45,83,115,45,20,45,25,20,80,120,130,55,65,45,83,1
4012,38,765,46,57,40,40,40,50,44,38,33,61,43,70,765,1
4013,185,216,75,38,38,56,56,67,60,60,60,85,85,85,216,1
4014,568,464,85,110,90,45,90,80,70,80,102,80,102,40,568,0
4015,128,464,45,67,60,35,50,63,70,80,102,80,102,40,128,0
4016,143,508,130,85,80,85,95,60,69,69,76,69,86,91,508,1
4017,190,362,35,20,65,40,65,20,80,100,80,80,80,100,362,1
4018,731,434,62,73,55,56,52,84,75,89,85,55,65,36,731,0
4019,581,75,80,115,80,65,55,93,90,130,80,65,85,55,581,0
4020,433,362,55,68,64,45,55,31,80,100,80,80,80,100,362,1
4021,489,68,100,5,5,15,65,30,90,95,95,70,90,70,68,1
4022,649,41,55,75,60,75,60,103,70,45,48,60,65,35,649,0
4023,506,231,74,100,72,90,72,46,20,10,230,10,230,5,506,0
4024,756,692,82,80,86,85,75,72,110,65,105,55,95,80,692,1
4025,594,63,85,105,85,40,50,40,65,105,60,60,70,95,63,1
4026,272,560,100,100,100,100,100,100,110,123,65,100,65,65,272,0
4027,83,555,80,120,130,55,65,45,45,45,55,45,55,63,555,1
4028,611,115,70,92,65,80,55,98,50,120,53,35,110,87,611,0
4029,116,606,50,105,79,35,110,76,60,100,89,55,69,112,606,1
4030,587,378,55,45,43,55,43,72,66,41,77,61,87,23,587,0
4031,133,384,70,110,80,55,80,105,70,70,70,70,70,70,133,0
4032,646,435,71,95,85,110,95,79,95,109,105,75,85,56,646,0
4033,115,418,50,120,53,35,110,87,80,80,90,110,130,110,418,1
4034,649,645,55,75,60,75,60,103,51,65,65,80,75,59,649,0
4035,758,169,86,92,88,68,75,73,80,82,100,83,100,80,169,1
4036,568,465,85,110,90,45,90,80,60,45,70,45,90,95,465,1
4037,41,11,70,45,48,60,65,35,59,63,80,65,80,58,11,1
4038,604,742,30,45,59,30,39,57,123,100,62,97,81,68,742,1
4039,191,226,55,40,85,80,105,40,60,80,50,40,40,30,191,0
4040,388,660,64,165,75,93,83,75,74,94,131,54,116,20,388,0
4041,154,13,80,105,65,60,75,130,79,103,120,135,115,78,154,0
4042,518,417,75,123,67,95,85,95,80,75,150,75,150,50,518,0
4043,585,137,70,105,105,50,40,20,65,125,100,55,70,85,137,1
4044,217,487,48,72,48,72,48,48,50,80,95,10,45,10,217,0
4045,103,163,60,65,80,170,95,130,106,110,90,154,90,130,163,1
4046,681,429,45,85,50,55,50,65,50,150,50,150,50,150,429,1
4047,696,484,72,85,70,65,70,58,103,93,67,71,61,84,484,1
4048,616,282,105,140,55,30,55,95,70,85,70,60,70,50,616,0
4049,53,601,60,95,80,60,80,30,45,53,70,40,60,42,601,1
4050,716,542,100,77,77,128,128,90,90,120,100,150,120,100,542,1
4051,220,500,50,65,90,35,35,15,68,72,78,38,42,32,500,1
4052,413,193,80,135,130,95,90,70,65,75,70,95,70,95,193,1
4053,508,497,69,69,76,69,86,91,40,70,40,35,40,60,508,0
4054,690,310,100,123,75,57,75,80,60,40,60,40,60,35,690,0
4055,198,163,75,80,95,90,100,50,106,110,90,154,90,130,163,1
4056,83,764,80,120,130,55,65,45,71,73,88,120,89,59,764,1
4057,44,515,73,76,75,81,100,100,110,85,95,80,95,50,44,0
4058,347,713,100,73,83,73,83,55,125,120,90,170,100,95,713,1
4059,283,562,100,110,90,85,90,60,75,75,60,83,60,60,562,1
4060,692,17,110,65,105,55,95,80,40,35,30,20,20,50,692,0
4061,387,647,64,115,65,83,63,65,60,60,50,40,50,75,647,1
4062,638,466,70,55,95,95,110,65,55,65,35,60,30,85,466,1
4063,577,609,76,25,45,67,55,24,45,35,50,70,50,30,609,1
4064,24,93,83,80,80,135,80,121,60,110,70,60,60,100,24,0
4065,142,45,95,155,109,70,130,81,115,45,20,45,25,20,142,0
4066,238,367,50,50,120,80,80,30,75,110,110,110,105,80,367,1
4067,603,190,75,103,80,70,80,92,35,20,65,40,65,20,603,0
4068,455,71,97,165,60,65,50,58,55,50,45,135,95,120,455,0
4069,257,695,50,95,95,35,110,70,52,65,50,45,50,38,257,0
4070,349,358,70,120,40,95,40,95,80,45,65,90,110,80,349,0
4071,457,95,60,52,168,47,138,30,90,70,80,70,95,70,95,1
4072,769,107,77,59,50,67,63,46,30,105,90,25,25,50,107,1
4073,345,764,50,60,45,100,80,65,71,73,88,120,89,59,345,0
4074,658,312,70,77,60,97,60,108,60,60,60,35,35,30,658,0
4075,605,7,40,55,99,40,79,47,78,84,78,109,85,100,7,1
4076,2,348,60,62,63,80,80,60,45,90,20,65,20,65,348,1
4077,369,590,73,100,60,100,60,65,110,135,60,50,65,88,590,1
4078,683,125,77,120,90,60,90,48,105,125,100,60,100,100,125,1
4079,99,139,50,95,180,85,45,70,75,100,95,40,70,110,139,1
4080,40,747,81,102,77,85,75,85,74,48,76,83,81,104,747,1
4081,638,602,70,55,95,95,110,65,55,63,90,50,80,42,638,0
4082,252,387,90,120,120,60,60,50,64,115,65,83,63,65,387,1
4083,193,422,65,75,70,95,70,95,100,100,90,150,140,90,193,0
4084,675,763,55,70,40,60,40,40,50,53,62,58,63,44,763,1
4085,170,724,39,52,43,60,50,65,75,69,72,114,100,104,724,1
4086,637,364,60,45,70,75,85,55,70,115,60,115,60,55,364,1
4087,535,205,50,65,107,105,107,86,75,55,70,55,95,110,205,1
4088,452,374,40,30,35,50,70,55,43,80,65,50,35,35,452,0
4089,349,799,70,120,40,95,40,95,80,160,60,170,130,80,349,0
4090,222,60,100,70,70,65,65,45,50,52,48,65,50,55,60,1
4091,793,575,126,131,95,131,98,99,50,53,48,53,48,64,793,0
4092,330,142,50,105,125,55,95,50,95,155,109,70,130,81,142,1
4093,307,667,68,85,65,165,135,100,55,55,55,85,55,30,307,0
4094,333,368,70,110,180,60,60,50,73,115,60,60,60,90,368,1
4095,574,565,75,98,63,98,63,101,60,85,69,60,69,77,574,0
4096,261,221,95,80,105,40,70,100,75,90,140,60,60,40,261,0
4097,498,141,70,110,70,115,70,90,95,125,79,60,100,81,498,0
4098,514,559,70,70,115,130,90,60,90,93,55,70,55,55,514,0
4099,126,760,30,40,70,70,25,60,72,105,115,54,86,68,760,1
4100,732,309,78,81,71,74,69,126,70,60,62,80,82,60,732,0
4101,733,491,38,35,40,27,25,35,50,92,108,92,108,35,491,1
4102,70,766,40,35,30,120,70,105,62,55,52,109,94,109,766,1
4103,681,113,45,85,50,55,50,65,50,50,95,40,50,35,681,0
4104,259,47,45,63,37,65,55,95,40,45,35,30,40,55,259,0
4105,175,740,85,105,100,79,83,78,78,65,68,112,154,75,175,0
4106,319,634,84,71,43,71,43,48,55,50,40,40,40,75,634,1
4107,201,237,70,100,115,30,65,30,40,40,40,70,40,20,201,0
4108,779,176,43,70,48,50,60,38,35,46,34,35,45,20,176,1
4109,111,112,60,40,80,60,45,40,95,95,85,125,65,55,112,1
4110,675,747,55,70,40,60,40,40,74,48,76,83,81,104,747,1
4111,24,509,83,80,80,135,80,121,45,20,50,60,120,50,24,0
4112,213,65,95,65,110,60,130,65,90,110,80,100,80,95,65,1
4113,376,663,40,40,55,40,70,55,60,100,115,70,85,90,663,1
4114,776,499,68,75,53,83,113,60,70,145,88,140,70,112,499,1
4115,179,16,100,50,50,76,96,70,60,45,50,90,80,70,16,1
4116,437,521,64,78,52,78,52,81,86,76,86,116,56,95,521,1
4117,441,581,84,86,88,111,101,60,80,115,80,65,55,93,581,1
4118,85,678,65,100,70,80,80,105,50,40,85,40,65,25,85,0
4119,51,769,75,80,85,110,90,50,77,59,50,67,63,46,51,0
4120,662,162,60,80,95,70,85,50,91,134,95,100,100,80,162,1
4121,102,573,60,65,60,130,75,110,50,53,48,53,48,64,102,0
4122,272,763,100,100,100,100,100,100,50,53,62,58,63,44,272,0
4123,381,601,75,125,100,70,80,45,45,53,70,40,60,42,381,0
4124,616,72,105,140,55,30,55,95,55,50,65,175,95,150,72,1
4125,318,402,64,51,23,51,23,28,35,64,85,74,55,32,402,1
4126,425,527,100,180,160,150,90,90,68,125,65,65,115,80,425,0
4127,58,75,40,45,35,40,40,90,90,130,80,65,85,55,75,1
4128,276,79,70,110,75,145,85,145,40,40,35,50,100,70,276,0
4129,101,291,45,50,45,115,55,95,60,70,50,100,50,65,101,0
4130,564,692,45,55,39,35,39,42,110,65,105,55,95,80,692,1
4131,265,752,100,75,115,90,115,85,60,50,150,50,150,60,752,1
4132,597,711,75,65,55,65,55,69,125,130,90,130,90,95,711,1
4133,44,703,73,76,75,81,100,100,79,115,70,125,80,111,703,1
4134,499,391,70,145,88,140,70,112,99,68,83,72,87,51,499,0
4135,64,14,55,70,45,70,50,60,45,30,35,20,20,45,64,0
4136,82,615,55,95,115,45,45,35,70,90,45,15,45,50,615,1
4137,360,301,45,100,45,45,45,10,60,85,60,50,50,125,301,1
4138,620,363,70,95,125,65,75,45,50,85,40,85,40,35,620,0
4139,609,186,45,35,50,70,50,30,125,58,58,76,76,67,186,1
4140,515,221,110,85,95,80,95,50,75,90,140,60,60,40,515,0
4141,249,408,75,90,90,140,90,115,65,95,100,60,50,50,249,0
4142,600,230,75,125,75,30,75,85,70,150,140,65,100,75,600,0
4143,544,565,110,160,110,80,110,100,60,85,69,60,69,77,544,0
4144,238,708,50,50,120,80,80,30,100,150,120,120,100,90,708,1
4145,202,382,90,75,75,90,100,70,20,15,20,10,55,80,382,1
4146,270,389,106,90,130,90,154,110,20,40,90,30,90,25,270,0
4147,707,702,100,120,100,150,120,90,91,90,72,90,129,108,702,1
4148,36,83,70,62,67,55,55,56,80,120,130,55,65,45,36,0
4149,410,649,95,145,130,120,90,120,55,75,60,75,60,103,410,0
4150,400,265,90,60,70,75,70,45,100,75,115,90,115,85,265,1
4151,399,651,70,40,50,55,50,25,70,135,105,60,105,20,399,0
4152,717,337,100,128,90,77,77,128,60,100,85,80,85,100,717,0
4153,563,608,95,100,85,108,70,70,60,67,85,77,75,116,608,1
4154,1,194,45,49,49,65,65,45,55,40,40,65,45,35,1,0
4155,185,774,75,38,38,56,56,67,50,50,150,50,150,50,185,0
4156,750,773,59,110,150,45,49,35,67,58,57,81,67,101,773,1
4157,501,789,108,112,118,68,72,47,55,69,85,32,35,28,501,0
4158,544,120,110,160,110,80,110,100,80,85,95,30,30,25,544,0
4159,575,437,50,53,48,53,48,64,64,78,52,78,52,81,437,1
4160,663,491,60,100,115,70,85,90,50,92,108,92,108,35,663,0
4161,589,345,60,85,40,30,45,68,50,60,45,100,80,65,589,0
4162,178,284,60,30,30,36,56,50,100,150,110,95,110,70,178,0
4163,415,248,80,100,200,50,100,50,75,90,50,110,80,95,248,1
4164,537,454,50,65,107,105,107,86,67,125,40,30,30,58,537,0
4165,549,62,100,100,100,100,100,100,40,80,35,35,45,70,549,0
4166,690,489,100,123,75,57,75,80,100,5,5,15,65,30,690,0
4167,348,32,45,90,20,65,20,65,60,90,55,90,80,110,32,1
4168,504,27,48,61,40,61,40,50,40,60,30,31,31,70,27,1
4169,787,530,75,95,122,58,75,69,45,100,135,65,135,45,787,0
4170,303,415,60,50,100,85,70,65,80,100,200,50,100,50,303,0
4171,79,4,40,40,35,50,100,70,80,100,123,122,120,80,4,1
4172,409,336,95,135,80,110,80,100,60,60,75,60,75,80,409,0
4173,570,31,64,88,50,88,50,106,35,55,40,50,50,90,570,0
4174,697,730,92,105,90,125,90,98,45,50,43,40,38,62,697,0
4175,115,455,50,120,53,35,110,87,97,165,60,65,50,58,115,0
4176,19,695,65,90,40,45,80,75,52,65,50,45,50,38,19,0
4177,736,110,62,50,58,73,54,72,60,50,70,80,80,140,110,1
4178,284,335,100,150,110,95,110,70,30,40,55,40,55,60,284,0
4179,36,95,70,62,67,55,55,56,90,70,80,70,95,70,95,1
4180,107,745,30,105,90,25,25,50,75,80,60,65,90,102,745,1
4181,718,786,71,120,95,120,95,99,55,85,122,58,75,99,786,1
4182,453,482,60,70,65,125,105,90,45,30,50,65,50,45,453,0
4183,642,145,62,44,50,44,50,55,55,55,50,45,65,55,145,1
4184,676,783,95,110,80,70,80,50,54,66,70,44,55,46,676,0
4185,553,476,120,120,120,120,120,120,65,76,84,54,96,105,553,0
4186,698,58,55,85,55,50,55,60,40,45,35,40,40,90,58,1
4187,586,102,85,135,130,60,80,25,60,65,60,130,75,110,586,0
4188,580,550,62,77,62,50,42,65,70,90,90,135,90,125,550,1
4189,6,543,58,64,58,80,65,80,91,90,106,130,106,77,6,0
4190,230,259,70,150,140,65,100,75,45,63,37,65,55,95,259,1
4191,731,67,62,73,55,56,52,84,65,65,65,50,50,90,67,1
4192,147,661,65,65,60,110,95,130,40,55,70,45,60,30,147,0
4193,681,309,45,85,50,55,50,65,70,60,62,80,82,60,681,0
4194,625,257,58,50,145,95,105,30,50,95,95,35,110,70,257,1
4195,264,521,115,115,85,90,75,100,86,76,86,116,56,95,264,0
4196,96,352,80,80,50,40,50,25,170,90,45,90,45,60,352,1
4197,724,732,75,69,72,114,100,104,78,81,71,74,69,126,732,1
4198,148,184,65,130,60,95,110,65,85,90,80,70,80,130,184,1
4199,694,750,58,109,112,48,48,109,59,110,150,45,49,35,694,0
4200,626,708,54,78,103,53,45,22,100,150,120,120,100,90,708,1
4201,70,424,40,35,30,120,70,105,100,150,140,100,90,90,70,0
4202,745,403,75,80,60,65,90,102,55,104,105,94,75,52,745,0
4203,286,647,70,90,70,60,60,70,60,60,50,40,50,75,647,1
4204,294,291,40,30,30,40,50,30,60,70,50,100,50,65,291,1
4205,632,610,40,65,40,80,40,65,70,60,75,110,75,90,610,1
4206,241,609,55,55,85,65,85,35,45,35,50,70,50,30,241,0
4207,268,694,100,134,110,95,100,61,58,109,112,48,48,109,694,1
4208,574,234,75,98,63,98,63,101,55,95,55,35,75,115,234,1
4209,662,523,60,80,95,70,85,50,65,60,110,130,95,65,523,1
4210,277,675,45,60,40,70,50,45,55,70,40,60,40,40,277,0
4211,14,92,45,30,35,20,20,45,35,85,45,35,35,75,92,1
4212,152,303,30,80,90,55,45,55,60,50,100,85,70,65,303,1
4213,9,124,78,104,78,159,115,100,105,95,80,40,80,90,9,0
4214,397,328,80,80,80,80,80,80,50,85,125,85,115,20,328,1
4215,708,472,100,150,120,120,100,90,75,100,66,60,66,115,472,1
4216,334,433,70,140,230,60,80,50,55,68,64,45,55,31,334,0
4217,530,600,45,100,135,65,135,45,75,125,75,30,75,85,600,1
4218,362,686,80,100,80,80,80,100,45,85,70,40,40,60,362,0
4219,410,429,95,145,130,120,90,120,50,150,50,150,50,150,429,1
4220,389,458,20,40,90,30,90,25,40,29,45,29,45,36,458,1
4221,285,552,35,55,35,30,30,35,100,103,75,120,75,127,552,1
4222,118,397,40,65,95,60,45,35,80,80,80,80,80,80,397,1
4223,364,246,70,115,60,115,60,55,65,80,140,40,70,70,246,1
4224,582,792,45,60,32,50,32,76,85,70,80,97,80,123,792,1
4225,111,430,60,40,80,60,45,40,50,180,20,180,20,150,430,1
4226,551,250,100,100,100,100,100,100,75,95,95,95,95,85,551,0
4227,411,2,40,55,80,35,60,30,60,62,63,80,80,60,2,1
4228,164,409,106,190,100,154,100,130,95,135,80,110,80,100,164,0
4229,335,785,30,40,55,40,55,60,65,90,122,58,75,84,785,1
4230,383,433,95,60,79,100,125,81,55,68,64,45,55,31,383,0
4231,564,527,45,55,39,35,39,42,68,125,65,65,115,80,527,1
4232,96,221,80,80,50,40,50,25,75,90,140,60,60,40,221,1
4233,67,444,65,65,65,50,50,90,85,120,70,50,60,100,444,1
4234,44,456,73,76,75,81,100,100,30,42,118,42,88,30,44,0
4235,681,686,45,85,50,55,50,65,45,85,70,40,40,60,681,0
4236,249,477,75,90,90,140,90,115,65,136,94,54,96,135,477,1
4237,68,27,90,95,95,70,90,70,40,60,30,31,31,70,27,1
4238,106,266,85,73,70,73,115,67,50,64,50,45,50,41,106,0
4239,238,500,50,50,120,80,80,30,68,72,78,38,42,32,500,1
4240,750,365,59,110,150,45,49,35,45,40,60,40,75,50,365,1
4241,305,697,38,35,35,65,55,50,92,105,90,125,90,98,697,1
4242,603,83,75,103,80,70,80,92,80,120,130,55,65,45,603,0
4243,444,17,85,120,70,50,60,100,40,35,30,20,20,50,444,0
4244,43,304,38,41,40,50,65,65,28,25,25,45,35,40,43,0
4245,268,777,100,134,110,95,100,61,90,100,70,110,150,80,777,1
4246,56,273,10,55,25,35,45,95,40,45,35,65,55,70,56,0
4247,254,640,73,95,62,85,65,85,65,40,50,125,60,30,254,0
4248,770,242,123,77,72,99,92,58,35,65,35,65,35,65,242,1
4249,489,568,100,5,5,15,65,30,85,110,90,45,90,80,568,1
4250,499,200,70,145,88,140,70,112,100,50,80,60,80,50,499,0
4251,137,231,65,125,100,55,70,85,20,10,230,10,230,5,137,0
4252,386,450,44,75,35,63,33,45,60,85,49,60,49,60,450,1
4253,487,96,50,80,95,10,45,10,80,80,50,40,50,25,96,1
4254,279,447,80,120,70,110,70,80,37,25,41,25,41,25,279,0
4255,279,721,80,120,70,110,70,80,88,107,122,74,75,64,279,0
4256,258,657,45,30,15,85,65,65,50,47,50,57,50,65,657,1
4257,49,197,45,50,55,75,65,30,90,95,105,165,110,45,197,1
4258,756,345,82,80,86,85,75,72,50,60,45,100,80,65,756,0
4259,79,58,40,40,35,50,100,70,40,45,35,40,40,90,58,1
4260,592,775,103,60,126,80,126,50,45,50,35,55,75,40,592,0
4261,94,141,65,45,55,45,70,45,95,125,79,60,100,81,141,1
4262,477,749,65,136,94,54,96,135,45,80,100,35,37,28,749,1
4263,281,437,50,70,50,50,50,40,64,78,52,78,52,81,437,1
4264,444,441,85,120,70,50,60,100,84,86,88,111,101,60,444,0
4265,132,185,40,45,65,100,120,90,75,38,38,56,56,67,132,0
4266,8,444,78,130,111,130,85,100,85,120,70,50,60,100,444,1
4267,348,408,45,90,20,65,20,65,65,95,100,60,50,50,348,0
4268,474,741,150,80,44,90,54,80,66,65,48,62,57,52,474,0
4269,683,244,77,120,90,60,90,48,45,55,45,65,45,75,244,1
4270,176,109,35,46,34,35,45,20,40,30,50,55,55,100,109,1
4271,485,432,57,24,86,24,86,23,50,95,90,95,90,180,432,1
4272,689,396,70,83,50,37,50,60,50,50,50,50,50,50,689,0
4273,611,436,70,92,65,80,55,98,44,58,44,58,44,61,611,0
